Date,code,Inventory Value,Inventory,color_B,color_G,color_W,Month,Value ,Year
2023-03-01,9124,120,45,0,1,0,3,7,2023
2023-04-01,9124,120,45,0,1,0,4,8,2023
2023-04-01,9124,120,45,0,1,0,4,8,2023
2023-05-01,9124,120,45,0,1,0,5,9,2023
2023-05-01,9124,120,45,0,1,0,5,9,2023
2023-06-01,9124,120,45,0,1,0,6,12,2023
2023-06-01,9124,120,45,0,1,0,6,12,2023
2023-07-01,9124,120,45,0,1,0,7,34,2023
2023-07-01,9124,120,45,0,1,0,7,34,2023
2023-08-01,9124,120,45,0,1,0,8,5,2023
2023-08-01,9124,120,45,0,1,0,8,5,2023
2023-09-01,9124,120,45,0,1,0,9,0,2023
2023-09-01,9124,120,45,0,1,0,9,0,2023
2023-10-01,9124,120,45,0,1,0,10,5,2023
2023-10-01,9124,120,45,0,1,0,10,5,2023
2023-11-01,9124,120,45,0,1,0,11,22,2023
2023-11-01,9124,120,45,0,1,0,11,22,2023
2023-12-01,9124,120,45,0,1,0,12,22,2023
2023-12-01,9124,120,45,0,1,0,12,22,2023
2023-01-01,9124,120,45,0,1,0,1,34,2023
2023-01-01,9124,120,45,0,1,0,1,34,2023
2023-02-01,9124,120,45,0,1,0,2,55,2023
2023-02-01,9124,120,45,0,1,0,2,55,2023
2023-03-01,9124,120,45,0,1,0,3,7,2023
2023-03-01,9124,120,45,0,1,0,3,7,2023
2023-04-01,9124,120,45,0,1,0,4,8,2023
2023-04-01,9124,120,45,0,1,0,4,8,2023
2023-05-01,9124,120,45,0,1,0,5,9,2023
2023-05-01,9124,120,45,0,1,0,5,9,2023
2023-06-01,9124,120,45,0,1,0,6,12,2023
2023-06-01,9124,120,45,0,1,0,6,12,2023
2023-07-01,9124,120,45,0,1,0,7,34,2023
2023-07-01,9124,120,45,0,1,0,7,34,2023
2023-08-01,9124,120,45,0,1,0,8,5,2023
2023-08-01,9124,120,45,0,1,0,8,5,2023
2023-09-01,9124,120,45,0,1,0,9,0,2023
2023-09-01,9124,120,45,0,1,0,9,0,2023
2023-10-01,9124,120,45,0,1,0,10,5,2023
2023-10-01,9124,120,45,0,1,0,10,5,2023
2023-11-01,9124,120,45,0,1,0,11,22,2023
2023-11-01,9124,120,45,0,1,0,11,22,2023
2023-12-01,9124,120,45,0,1,0,12,22,2023
2023-12-01,9124,120,45,0,1,0,12,22,2023
